32,"Magdeburg \"City\" Airport","Magdeburg","Germany",\N,"EDBM",52.073612,11.626389,259,1,"E","Europe/Berlin","airport","OurAirports"
333,"Rothenburg/Görlitz Airport","Rothenburg/ol","Germany",\N,"EDBR",51.36333465576172,14.949999809265137,518,1,"E","Europe/Berlin","airport","OurAirports"
334,"Anklam Airport","Anklam","Germany",\N,"EDCA",53.83277893066406,13.668610572814941,16,1,"E","Europe/Berlin","airport","OurAirports"
335,"Cottbus-Drewitz Airport","Cottbus","Germany",\N,"EDCD",51.889442,14.531944,272,1,"E","Europe/Berlin","airport","OurAirports"
